External ID,Suggested value,Score for this choice
__export__.survey_label_6330_96f4cdf9,Depth of information conveyed to students,0
__export__.survey_label_6338_06fcd214,Private,0
__export__.survey_label_6342_3c882878,Fully Automated,0
__export__.survey_label_6345_9e2407db,Arrival at destination,0
__export__.survey_label_6349_976656c2,Quality Assurance functions,0
__export__.survey_label_6357_50e76008,Medium,0
__export__.survey_label_6362_2b974821,Arrival at destination,0
__export__.survey_label_6365_49d86225,Depth of information conveyed to students,0
__export__.survey_label_6373_2379272c,Medium,0
__export__.survey_label_6378_c4213c97,Arrival at destination,0
__export__.survey_label_6381_cf8595c9,Depth of information conveyed to students,0
__export__.survey_label_6389_d2556049,Private,0
__export__.survey_label_6393_3096746a,Fully Automated,0
__export__.survey_label_6396_a09fd8eb,Arrival at destination,0
__export__.survey_label_6400_f7d9bb42,Quality Assurance functions,0
__export__.survey_label_5918_586cafda,High,0
__export__.survey_label_5923_af48f1be,Administrative Arrangements,0
__export__.survey_label_5931_3635567d,High,0
__export__.survey_label_5939_ec630f8a,Administrative Arrangements,0
__export__.survey_label_5947_081fd1f2,Public Ltd,0
__export__.survey_label_5964_b69c1201,Material Handling methods,0
__export__.survey_label_6154_0f9686e3,High,0
__export__.survey_label_6162_d5f1589b,Administrative Arrangements,0
__export__.survey_label_6170_96e2a396,High,0
__export__.survey_label_6178_569ffda3,Administrative Arrangements,0
__export__.survey_label_6186_19a61447,Public Ltd,0
__export__.survey_label_6197_20552f27,Material Handling methods,0
__export__.survey_label_6205_08ea5a0c,High,0
__export__.survey_label_6213_e97f394a,Administrative Arrangements,0
__export__.survey_label_6221_1a19edb7,High,0
__export__.survey_label_6229_a25d63c5,Administrative Arrangements,0
__export__.survey_label_6237_2d856162,Public Ltd,0
__export__.survey_label_6248_37c972b0,Material Handling methods,0
__export__.survey_label_6256_031a3936,High,0
__export__.survey_label_6264_e548d90a,Administrative Arrangements,0
__export__.survey_label_6272_9e2cc1f3,High,0
__export__.survey_label_6280_d01d6c83,Administrative Arrangements,0
__export__.survey_label_6288_0a00d905,Public Ltd,0
__export__.survey_label_6299_79781ee7,Material Handling methods,0
__export__.survey_label_6307_85b57b2f,High,0
__export__.survey_label_6315_6f6d1cd1,Administrative Arrangements,0
__export__.survey_label_6323_64df3b63,High,0
__export__.survey_label_6331_b50fee52,Administrative Arrangements,0
__export__.survey_label_6339_9d39f388,Public Ltd,0
__export__.survey_label_6350_049ceede,Material Handling methods,0
__export__.survey_label_6358_814a09a1,High,0
__export__.survey_label_6366_a807c07f,Administrative Arrangements,0
__export__.survey_label_6374_8ad8f337,High,0
__export__.survey_label_6382_b50df102,Administrative Arrangements,0
__export__.survey_label_6390_1695c36b,Public Ltd,0
__export__.survey_label_6401_183aee74,Material Handling methods,0
__export__.survey_label_5919_de69a0ad,Very High,0
__export__.survey_label_5924_0c43d701,Other addministrative arrangements by the industry,0
__export__.survey_label_5932_d3f24063,Very High,0
__export__.survey_label_5940_0db03990,Other addministrative arrangements by the industry,0
__export__.survey_label_5956_d3cf4654,Name of company's ownership?,0
__export__.survey_label_5965_45c92ff0,Nature of Production Planning and Control,0
__export__.survey_label_6155_3d9f65f1,Very High,0
__export__.survey_label_6163_473b3cfd,Other addministrative arrangements by the industry,0
__export__.survey_label_6171_7fa11105,Very High,0
__export__.survey_label_6179_62ae52d8,Other addministrative arrangements by the industry,0
__export__.survey_label_6193_5aad31dd,Name of company's ownership?,0
__export__.survey_label_6198_16016ba1,Nature of Production Planning and Control,0
__export__.survey_label_6206_4044b37b,Very High,0
__export__.survey_label_6214_433b7749,Other addministrative arrangements by the industry,0
__export__.survey_label_6222_e1165e00,Very High,0
__export__.survey_label_6230_2432fe5a,Other addministrative arrangements by the industry,0
__export__.survey_label_6244_ef7b4057,Name of company's ownership?,0
__export__.survey_label_6249_9584c1ef,Nature of Production Planning and Control,0
__export__.survey_label_6257_e8871aa7,Very High,0
__export__.survey_label_6265_a12d1fa7,Other addministrative arrangements by the industry,0
__export__.survey_label_6273_38bfcb6d,Very High,0
__export__.survey_label_6281_655a417e,Other addministrative arrangements by the industry,0
__export__.survey_label_6295_432dfc56,Name of company's ownership?,0
__export__.survey_label_6300_3b00271a,Nature of Production Planning and Control,0
__export__.survey_label_6308_a54a6763,Very High,0
__export__.survey_label_6316_1398a78f,Other addministrative arrangements by the industry,0
__export__.survey_label_6324_1d1910f4,Very High,0
__export__.survey_label_6332_50f43cab,Other addministrative arrangements by the industry,0
__export__.survey_label_6346_6020fcba,Name of company's ownership?,0
__export__.survey_label_6351_f85109b0,Nature of Production Planning and Control,0
__export__.survey_label_6359_de357782,Very High,0
__export__.survey_label_6367_9fb26bed,Other addministrative arrangements by the industry,0
__export__.survey_label_6375_735acc34,Very High,0
__export__.survey_label_6383_45699c22,Other addministrative arrangements by the industry,0
__export__.survey_label_6397_8a58e0ec,Name of company's ownership?,0
__export__.survey_label_6402_ae1acfb2,Nature of Production Planning and Control,0
__export__.survey_label_5925_9ad59774,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_5941_f699bace,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_5966_8bd2a9eb,Human Resource Development functions,0
__export__.survey_label_6164_81ca48c4,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_6180_9f565beb,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_6199_bdd0a3ce,Human Resource Development functions,0
__export__.survey_label_6215_3c85b315,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_6231_ea4e3024,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_6250_fc68028f,Human Resource Development functions,0
__export__.survey_label_6266_59ba1312,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_6282_910402b1,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_6301_b829e1ba,Human Resource Development functions,0
__export__.survey_label_6317_60d889c4,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_6333_a0a9ce69,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_6352_e8b19dca,Human Resource Development functions,0
__export__.survey_label_6368_d90c41bb,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_6384_517c75a4,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_6403_7a7a9a4e,Human Resource Development functions,0
